@0	0000000010000000
@1	0000000000000010
@2	0001000100000100
@3	0101000101000000
@4	0001000100010100
@5	0000000000000100
@6	0000010000010001
@7	0000000000000001
@8	0100010101000000
@9	0100010100000001
@a	0101010101010101
@b	0000000001000000
@c	0001010101000001
@d	0101000101010000
@e	0000000100000101
@f	0000000001010100
@10	0101010101000001
@11	0000010100010101
@12	0001010000000100
@13	0001000100000001
@14	0000000000010101
@15	0100010001000101
@16	0000010000000100
@17	0101000100010000
@18	0001000101010000
@19	0001010001000100
@1a	0000010101010001
@1b	0100000101010000
@1c	0000000000000000
@1d	0101000101000001
@1e	0001000000010101
@1f	0001000000000101
@20	0100000000000100
@21	0101010101000001
@22	0000010001000101
@23	0000000001010101
@24	0100010000000000
@25	0000010000000101
@26	0100010001000100
@27	0000010100010001
@28	0000000000010001
@29	0101010001000100
@2a	0001010000010000
@2b	0101000001010000
@2c	0000000101000101
@2d	0101000000010000
@2e	0100010000010001
@2f	0100010101000101
@30	0000000001010100
@31	0001000001000101
@32	0000000000000000
@33	0101000101010100
@34	0100000101000001
@35	0101010001010001
@36	0101000001010000
@37	0000000100010001
@38	0000000101010000
@39	0001010000000000
@3a	0001000100010100
@3b	0000000100010001
@3c	0000010001010100
@3d	0101000100000001
@3e	0101010100000101
@3f	0001000101000100
@40	0101010100010000
@41	0101010100000001
@42	0000000100010000
@43	0001010000000100
@44	0001010001010001
@45	0101000100010000
@46	0001010000000101
@47	0000000101010101
@48	0000010101000000
@49	0100000101000101
@4a	0101000101000001
@4b	0101010001000000
@4c	0000010000010000
@4d	0000000100000001
@4e	0000000100010100
@4f	0001000000010001
@50	0001010101000000
@51	0000000000000000
@52	0101010000010100
@53	0001000101010001
@54	0100010000010000
@55	0100000000010101
@56	0100010000010101
@57	0001010000010100
@58	0001010001010101
@59	0100010101000100
@5a	0000000100000100
@5b	0101010101010000
@5c	0001010101000001
@5d	0001000001000001
@5e	0100000101010100
@5f	0001000100010000
@60	0000000101010000
@61	0001000101000000
@62	0000010000000000
@63	0100010100010101
@64	0101000100010100
@65	0001000001010101
@66	0101010101000001
@67	0100000100010001
@68	0100000101010100
@69	0100000101010000
@6a	0100010100010001
@6b	0001000001010000
@6c	0101000100010101
@6d	0000010001000001
@6e	0001010100000000
@6f	0001000001000101
@70	0101010000010100
@71	0101000101000000
@72	0000010101010001
@73	0101000001010101
@74	0101010101000000
@75	0100010000010101
@76	0101010000010000
@77	0000010000000001
@78	0000010001010000
@79	0100010000000100
@7a	0001010000000000
@7b	0000010000010001
@7c	0000000001010100
@7d	0000000100000100
@7e	0001000101000001
@7f	0100000001010100
@80	0001010101010000
@81	0000010001010101
@82	0101000001010001
@83	0000000000000001
@84	0000010101010000
@85	0101000000010001
@86	0101010000000001
@87	0101010100000101
@88	0000000001010101
@89	0000010100010000
@8a	0100000001010001
@8b	0001010000000000
@8c	0000010000000000
@8d	0000000100010001
@8e	0101010101000000
@8f	0000000000000101
@90	0001010001010100
@91	0001010001010001
@92	0101000100000100
@93	0101010100010000
@94	0100010100000100
@95	0101010001010100
@96	0100000000010000
@97	0001000000010100
@98	0101000000000100
@99	0001010101010000
@9a	0101000101000101
@9b	0000010000010001
@9c	0101010100010000
@9d	0000010000010100
@9e	0101000101010000
@9f	0000000000010100
@a0	0001010100000100
@a1	0001010101010101
@a2	0100000100000000
@a3	0100000101010000
@a4	0001010000000000
@a5	0000000000000100
@a6	0100000100010001
@a7	0001000100000000
@a8	0000000001010101
@a9	0000010101010000
@aa	0101010000000001
@ab	0101000001000000
@ac	0100010101010100
@ad	0001010101010001
@ae	0001000001000000
@af	0101000101000000
@b0	0001000100000000
@b1	0000000100010001
@b2	0101000101000000
@b3	0001010000010100
@b4	0101000100010101
@b5	0001010101010000
@b6	0000010100000101
@b7	0100010000000001
@b8	0100010001010001
@b9	0000010001010101
@ba	0001010100010101
@bb	0100000101010101
@bc	0000010000000100
@bd	0001010101010101
@be	0000000001010001
@bf	0000010001000100
@c0	0001010101000100
@c1	0100010000000101
@c2	0000010000010101
@c3	0001000001000000
@c4	0000000101000101
@c5	0001000100000100
@c6	0100000101010100
@c7	0101010100000000
@c8	0100010001010000
@c9	0100010101000000
@ca	0101010100010100
@cb	0000000001000001
@cc	0101000101010000
@cd	0100010101000101
@ce	0001000001000101
@cf	0001000101010101
@d0	0000000101000100
@d1	0000000101010101
@d2	0000010100010101
@d3	0000010000010100
@d4	0001000001000001
@d5	0000010000010100
@d6	0001000101010100
@d7	0100010001000101
@d8	0101000100000101
@d9	0100000101010000
@da	0100010101010001
@db	0101000100010101
@dc	0000010101010000
@dd	0100000001000001
@de	0000010001010000
@df	0100000100010000
@e0	0100010100000101
@e1	0100000001010001
@e2	0001000001010001
@e3	0100000001010100
@e4	0000000000000100
@e5	0101010001000101
@e6	0001000000010001
@e7	0100000100000101
@e8	0100000101010000
@e9	0100000001010001
@ea	0100000000010001
@eb	0001000000010000
@ec	0101000000000000
@ed	0100010101010100
@ee	0000010100010001
@ef	0100000000000000
@f0	0000010100000001
@f1	0101010101000000
@f2	0000000100010100
@f3	0000010001010100
@f4	0101000100010100
@f5	0001010000000000
@f6	0101010000000001
@f7	0101010100010000
@f8	0001000001000100
@f9	0001000101000000
@fa	0101010101000000
@fb	0100010100000001
@fc	0100010001000101
@fd	0101010100000100
@fe	0000010100010100
@ff	0101010001000000
@100	0000000101000000
@101	0100010100010000
@102	0100010101010000
@103	0000000101010001
@104	0100000000010000
@105	0101010101000000
@106	0001010001000100
@107	0000010101000000
@108	0001000000000000
@109	0100010100000100
@10a	0000010000000101
@10b	0000000100000000
@10c	0101000100010000
@10d	0100000001000001
@10e	0000010101000001
@10f	0101000000000001
@110	0001000101010000
@111	0100000100000101
@112	0001000000010001
@113	0001000101010101
@114	0100000001000000
@115	0100010100010101
@116	0101010000010001
@117	0000010101000101
@118	0101000000000100
@119	0100010001000101
@11a	0001000000010000
@11b	0100000100010100
@11c	0001000001000001
@11d	0101010100000001
@11e	0100000000010101
@11f	0100010001000101
@120	0101010101010000
@121	0000000101000100
@122	0001000001010100
@123	0101010000000101
@124	0101010100010100
@125	0100000001010001
@126	0001010001010101
@127	0000010100010001
@128	0001000000000000
@129	0001000001000000
@12a	0101000101010100
@12b	0100000101010001
@12c	0100010001000001
@12d	0100000100010100
@12e	0000010001000001
@12f	0100000001010000
@130	0100000001000101
@131	0101000100010000
@132	0000010000000000
@133	0000010000010101
@134	0101000001010101
@135	0000000101010101
@136	0100000000000001
@137	0001010101000100
@138	0101000100010001
@139	0000010000010000
@13a	0100010100000000
@13b	0100000000000100
@13c	0101010101000100
@13d	0100010000000100
@13e	0001000100010001
@13f	0101000100010000
@140	0101000000010000
@141	0001010001000101
@142	0001000000000100
@143	0001000001000101
@144	0100000100000100
@145	0101000100010000
@146	0101010000010000
@147	0100000100000001
@148	0000010100000001
@149	0000000000000100
@14a	0001010001010001
@14b	0000000001000100
@14c	0101010100000101
@14d	0101010001000000
@14e	0101010000010000
@14f	0001000000010101
@150	0001000000010100
@151	0000000101000101
@152	0101010100000001
@153	0100010101000001
@154	0000000000010100
@155	0001000101010001
@156	0000010000010100
@157	0000010001000101
@158	0100000100010101
@159	0000000000000001
@15a	0000000000000000
@15b	0101000000010100
@15c	0000000001000100
@15d	0000010001000000
@15e	0101010001010100
@15f	0001000100010100
@160	0001010101000000
@161	0001010001000000
@162	0001000100010100
@163	0001010001010100
@164	0100000100010000
@165	0001000001000001
@166	0100000101000101
@167	0000010100010100
@168	0101010000000101
@169	0101000001000100
@16a	0000000100010100
@16b	0000000001010001
@16c	0000010100000100
@16d	0000010001010101
@16e	0101010001000101
@16f	0000000101010001
@170	0001010101000101
@171	0001000000000101
@172	0101010000010001
@173	0100000001010101
@174	0001010101010001
@175	0000010000000001
@176	0000000001000101
@177	0100010100010000
@178	0001010001010000
@179	0001010000000101
@17a	0101010000010100
@17b	0001000101000001
@17c	0100000000000101
@17d	0100010100010101
@17e	0100000101000101
@17f	0000000100010100
@180	0101010001000000
@181	0101000001000101
@182	0100010000000100
@183	0000000000010000
@184	0100000101000000
@185	0100000100010000
@186	0001010100010101
@187	0101010101000000
@188	0000000001000000
@189	0101000000010100
@18a	0100010101010001
@18b	0001010001010001
@18c	0001000000010001
@18d	0100010101000100
@18e	0100010100010000
@18f	0001010000010000
@190	0101000100000001
@191	0001000001010000
@192	0100000001000001
@193	0101000001010101
@194	0001000100000100
@195	0001000000000100
@196	0000010101010100
@197	0100010100010101
@198	0100000101000100
@199	0101010101010001
@19a	0000000000000100
@19b	0000000100000001
@19c	0101010101000101
@19d	0001000001000001
@19e	0100010101010100
@19f	0101000001010000
@1a0	0000010001000101
@1a1	0000010000000100
@1a2	0001000100000000
@1a3	0101000000000100
@1a4	0001010001000000
@1a5	0000010001010101
@1a6	0100000000010100
@1a7	0000010101000100
@1a8	0000010001010101
@1a9	0100000100010001
@1aa	0100010101000100
@1ab	0100010000000001
@1ac	0000000100000101
@1ad	0100010000010000
@1ae	0000010100010000
@1af	0100000001010000
@1b0	0101010100010101
@1b1	0101010101010000
@1b2	0101000101010001
@1b3	0001000001000001
@1b4	0000010000000001
@1b5	0001000001000101
@1b6	0001000000010001
@1b7	0100010000010100
@1b8	0001010101010001
@1b9	0101010100000101
@1ba	0001010101010001
@1bb	0001010001000100
@1bc	0100010000000000
@1bd	0101000001010001
@1be	0000010000010101
@1bf	0001000100010001
@1c0	0101010100010100
@1c1	0001010101010101
@1c2	0000000001000000
@1c3	0001000001000100
@1c4	0100010100010101
@1c5	0101000000000101
@1c6	0000010100010101
@1c7	0000000000010001
@1c8	0101000000010101
@1c9	0100010100000100
@1ca	0101000001000000
@1cb	0100010101010101
@1cc	0101010100000000
@1cd	0101010100010001
@1ce	0100010000000101
@1cf	0101000101010101
@1d0	0001000101010001
@1d1	0000000001010100
@1d2	0100000100000101
@1d3	0101000000000100
@1d4	0101000100010101
@1d5	0100000101010100
@1d6	0001000000000001
@1d7	0101010001000000
@1d8	0100010001000000
@1d9	0000000101010101
@1da	0100010101000100
@1db	0001000001010101
