@0	0000000010011010
@1	0000000010101000
@2	0000000010110011
@3	0000000011000101
@4	0000000010010100
@5	0000000010101111
@6	0000000011010101
@7	0000000011000010
@8	0000000010110101
@9	0000000011000110
@a	0000000010100101
@b	0000000011100011
@c	0000000011010100
@d	0000000010110000
@e	0000000010101100
@f	0000000010110110
@10	0000000010100111
@11	0000000011000011
@12	0000000010111001
@13	0000000010111101
@14	0000000010110010
@15	0000000010100011
@16	0000000011001001
@17	0000000011001111
@18	0000000010110010
@19	0000000010111011
@1a	0000000010011100
@1b	0000000011000100
@1c	0000000011010101
@1d	0000000011000010
@1e	0000000010110110
@1f	0000000011000000
@20	0000000010110011
@21	0000000011001100
@22	0000000011000000
@23	0000000010101110
@24	0000000010110111
@25	0000000010100111
@26	0000000011001010
@27	0000000011001000
@28	0000000011100000
@29	0000000010110111
@2a	0000000011000011
@2b	0000000010100011
@2c	0000000011000011
@2d	0000000011001010
@2e	0000000010010011
@2f	0000000011000101
@30	0000000010111101
@31	0000000011000001
@32	0000000011011100
@33	0000000010110110
@34	0000000010101111
@35	0000000011001011
@36	0000000010111000
@37	0000000011000011
@38	0000000010101000
@39	0000000011001111
@3a	0000000010111110
@3b	0000000011001100
@3c	0000000011001001
@3d	0000000010100100
@3e	0000000010111001
@3f	0000000010111101
@40	0000000011010011
@41	0000000011011101
@42	0000000010111111
@43	0000000010101001
@44	0000000011011001
@45	0000000011010001
@46	0000000011000110
@47	0000000011010011
@48	0000000010101000
@49	0000000011100101
@4a	0000000010110100
@4b	0000000011010100
@4c	0000000010100011
@4d	0000000010110111
@4e	0000000011010101
@4f	0000000010101011
@50	0000000010111000
@51	0000000010100111
@52	0000000011010010
@53	0000000011001011
@54	0000000010111011
@55	0000000010100110
@56	0000000010111001
@57	0000000010010010
@58	0000000010111001
@59	0000000010011010
@5a	0000000010111000
@5b	0000000011001100
@5c	0000000010101100
@5d	0000000010111011
@5e	0000000011000111
@5f	0000000011100101
@60	0000000011011001
@61	0000000011011110
@62	0000000010110000
@63	0000000010101010
@64	0000000010110101
@65	0000000010100011
@66	0000000010100010
@67	0000000010101100
@68	0000000010111010
@69	0000000010111010
@6a	0000000011010101
@6b	0000000011000010
@6c	0000000011000101
@6d	0000000011011110
@6e	0000000010111000
@6f	0000000011001101
@70	0000000011001011
@71	0000000011000110
@72	0000000011001011
@73	0000000010111101
@74	0000000010100000
@75	0000000011001111
@76	0000000011010101
@77	0000000010101110
@78	0000000011001100
@79	0000000010111011
@7a	0000000011000101
@7b	0000000011000011
@7c	0000000010110110
@7d	0000000010111001
@7e	0000000010111101
@7f	0000000011000101
@80	0000000000000110
@81	0000000000000001
@82	0000000000000010
@83	0000000000000101
@84	0000000000000111
@85	0000000000000101
@86	0000000000000011
@87	0000000000000010
@88	0000000000000110
@89	0000000000000101
@8a	0000000000000111
@8b	0000000000000101
@8c	0000000000000100
@8d	0000000000000101
@8e	0000000000000101
@8f	0000000000000011
