@0	0000000100110101
@1	0000000111000011
@2	0000000101111111
@3	0000000100100000
@4	0000000100001111
@5	0000000100010111
@6	0000000101100010
@7	0000000101001010
@8	0000000100100111
@9	0000000111101000
@a	0000000011101110
@b	0000000100010100
@c	0000000011000100
@d	0000000100000000
@e	0000000100111110
@f	0000000100100110
@10	0000110000011111
@11	0000101000101110
@12	0000100000111111
@13	0000100100111100
@14	0000110001111001
@15	0000100011000011
@16	0000100011010010
@17	0000111001100011
@18	0000101101010110
@19	0000011100000000
@1a	0000110110111000
@1b	0000101100010010
@1c	0000110110100110
@1d	0000101100010011
@1e	0000011110011110
@1f	0000100100110011
@20	0000000000000011
@21	0000000000000100
@22	0000000000000011
@23	0000000000000101
@24	0000000000001000
@25	0000000000000110
@26	0000000000000110
@27	0000000000000101
@28	0000000000001000
@29	0000000000000100
@2a	0000000000000110
@2b	0000000000000101
@2c	0000000000000111
@2d	0000000000000100
@2e	0000000000000101
@2f	0000000000000100
@30	0000000000000010
@31	0000000000000100
@32	0000000000000110
@33	0000000000000011
@34	0000000000000101
@35	0000000000000110
@36	0000000000000111
@37	0000000000001000
@38	0000000000000101
@39	0000000000000101
@3a	0000000000001000
@3b	0000000000000110
@3c	0000000000000001
@3d	0000000000000001
@3e	0000000000000011
@3f	0000000000000101
@40	0000000110000101
@41	0000000110100110
@42	0000000100101011
@43	0000000101101000
@44	0000000101111101
@45	0000000101001001
@46	0000000110110010
@47	0000000100100011
@48	0000000100100100
@49	0000000110101111
@4a	0000000110110011
@4b	0000000101000100
@4c	0000000101111000
@4d	0000000110000100
@4e	0000000111011101
@4f	0000000110110001
@50	0000000110001001
@51	0000000101000111
@52	0000000101001100
@53	0000000100111101
@54	0000000110000000
@55	0000000101100111
@56	0000000101010110
@57	0000000110010101
@58	0000000100101000
@59	0000000110000100
@5a	0000000101010110
@5b	0000000101010001
@5c	0000000110101000
@5d	0000000100100101
@5e	0000000101111011
@5f	0000000110011001
